,Longitude,Latitude,datetime,UHI Index,building_coverage,B01,B02,B03,B04,B06,B08,B11,B12,L11,NDVI,NDBI,NDWI,EVI,SAVI,NBAI,location,Air Temp at Surface [degC],Relative Humidity [percent],Avg Wind Speed [m/s],Wind Direction [degrees],Solar Flux [W/m^2]
20,-73.91056667,40.803945,2021-07-24 15:01:00,1.009372992,2.952757470811175e-06,1611.0,1403.0,1555.0,1626.0,1566.5,1587.0,1816.0,1699.0,41.01556244000005,-0.012138188608776844,0.06729356450191008,-0.010184595798854232,-0.11868533171028606,-0.01820444997666096,0.37789103388786316,Manhattan,26.1,51.1,4.1,139,140
21,-73.97752333,40.77164,2021-07-24 15:01:00,0.968743235,4.248420893702526e-07,485.0,410.5,560.5,415.5,2545.0,2970.0,1882.5,1156.5,32.05009598000004,0.7545414266725742,-0.2241112828438949,-0.6824812349525563,2.6773923068860705,1.1316450088600118,0.011482776142656803,Manhattan,26.1,51.1,4.1,139,140
22,-73.90996167,40.80368833,2021-07-24 15:01:00,0.998554418,2.952757470811175e-06,1319.5,1256.0,1354.0,1491.0,1395.5,1628.0,1677.0,1552.5,39.347568679999995,0.04392433472266752,0.014826021180030256,-0.09188464118041582,0.29653679653679654,0.06587594165731689,0.3296963572502136,Manhattan,26.1,51.1,4.1,139,140
23,-73.97866167,40.77166,2021-07-24 15:01:00,0.97523438,1.0833104715129374e-05,469.0,561.0,675.5,607.5,2221.5,2409.0,1691.5,952.0,33.44464814000003,0.5972153157633019,-0.1749786611388855,-0.5620035662181877,2.4377537212449254,0.8956745111037454,0.04641266539692879,Manhattan,26.1,51.1,4.1,139,140
24,-73.90975333,40.80359333,2021-07-24 15:01:00,0.998554418,2.952757470811175e-06,1144.5,1000.0,1094.0,1031.5,1710.0,1714.0,1619.5,1215.5,39.347568679999995,0.2485885995264979,-0.028348582570871455,-0.2207977207977208,4.223391089108911,0.3728150036416606,0.24642778933048248,Manhattan,26.1,51.1,4.1,139,140
25,-73.90812667,40.80266833,2021-07-24 15:01:00,0.989779352,2.952757470811175e-06,2324.0,1638.0,1873.0,2011.0,3335.0,2209.0,3345.5,2373.0,41.176209380000046,0.04691943127962085,0.20460887568638042,-0.082312591866732,0.24861878453038674,0.07037080914583581,0.44269946217536926,Manhattan,26.1,51.1,4.1,139,140
26,-73.90820333,40.80271333,2021-07-24 15:01:00,0.991943067,2.952757470811175e-06,2324.0,2705.0,2976.0,3228.0,3335.0,3305.0,3345.5,2373.0,41.176209380000046,0.011786315628348386,0.006089767686640102,-0.05238019423658653,0.08066205740624345,0.017678120456110814,0.26746827363967896,Manhattan,26.1,51.1,4.1,139,140
27,-73.90829,40.80275833,2021-07-24 15:01:00,0.992063273,2.952757470811175e-06,2324.0,1879.0,2098.0,2310.0,2021.0,2425.0,2428.5,1993.0,41.176209380000046,0.024287222808870117,0.000721129082105697,-0.07229714791067875,0.1310690677000228,0.03642698764649985,0.2916088402271271,Manhattan,26.1,51.1,4.1,139,140
28,-73.90837167,40.80281167,2021-07-24 15:01:00,0.996390703,2.952757470811175e-06,2324.0,1361.0,1471.0,1597.0,2271.0,1710.0,2883.0,2043.5,41.176209380000046,0.0341699425461143,0.25538863487916397,-0.07513360578434454,0.26024873330262555,0.051247165532879814,0.48466813564300537,Manhattan,26.1,51.1,4.1,139,140
29,-73.90986,40.80364167,2021-07-24 15:01:00,0.998554418,2.952757470811175e-06,1319.5,1226.0,1306.0,1456.0,1549.5,1568.0,1764.0,1538.0,39.347568679999995,0.037037037037037035,0.058823529411764705,-0.09116214335421016,0.25225225225225223,0.055546371301041494,0.3560574948787689,Manhattan,26.1,51.1,4.1,139,140
30,-73.90844167,40.80285,2021-07-24 15:01:00,0.996390703,2.952757470811175e-06,1320.5,1238.0,1385.0,1459.0,1877.0,1531.0,2334.0,1894.5,41.44623296000003,0.024080267558528427,0.20776196636481242,-0.050068587105624146,0.1798201798201798,0.036114362146798196,0.4683566391468048,Manhattan,26.1,51.1,4.1,139,140
32,-73.908605,40.80294,2021-07-24 15:01:00,1.000718133,2.952757470811175e-06,1320.5,1402.0,1516.0,1732.0,1877.0,1784.0,2334.0,1894.5,42.12641894000001,0.01478953356086462,0.13355998057309373,-0.08121212121212121,0.07821901323706378,0.022181146025878003,0.4065696597099304,Manhattan,26.1,51.1,4.1,139,140
33,-73.90866833,40.80298,2021-07-24 15:01:00,1.005045563,2.952757470811175e-06,1672.0,1458.0,1667.0,1791.0,2224.0,2104.0,2661.0,1892.0,42.020460319999984,0.0803594351732991,0.11689401888772298,-0.11588438080084858,0.40840292275574114,0.12052368117058143,0.36788344383239746,Manhattan,26.1,51.1,4.1,139,140
36,-73.90890167,40.80312,2021-07-24 15:01:00,1.005045563,2.952757470811175e-06,1672.0,1323.0,1476.0,1548.0,1808.0,1970.0,2219.0,1852.0,42.020460319999984,0.11995451961341672,0.059441394127476725,-0.1433546140452699,0.7893752338196782,0.17990621003268437,0.34779009222984314,Manhattan,26.1,51.1,4.1,139,140
37,-73.90898667,40.80317,2021-07-24 15:01:00,1.000718133,2.952757470811175e-06,1672.0,1712.0,1931.0,2128.0,2931.5,2724.0,3043.5,2066.5,40.10978713999998,0.12283594394064304,0.05539661898569571,-0.1703544575725027,0.5616283452695062,0.18423493044822256,0.304569810628891,Manhattan,26.1,51.1,4.1,139,140
38,-73.90907667,40.80322,2021-07-24 15:01:00,1.000718133,2.952757470811175e-06,1672.0,1492.0,1598.0,1748.0,2931.5,2084.0,3043.5,2066.5,40.28410616000002,0.08768267223382047,0.1871282301316431,-0.13199348180336773,0.6073752711496746,0.1315068493150685,0.42062830924987793,Manhattan,26.1,51.1,4.1,139,140
39,-73.90917,40.80327167,2021-07-24 15:01:00,1.000718133,2.952757470811175e-06,1081.0,1781.0,1978.0,2320.0,2096.5,2475.0,2312.0,1890.0,40.28410616000002,0.03232533889468196,-0.034050553582619596,-0.1116101504603638,0.12753003126542703,0.048482952768220205,0.258649080991745,Manhattan,26.1,51.1,4.1,139,140
40,-73.909265,40.80332167,2021-07-24 15:01:00,1.000718133,2.952757470811175e-06,1081.0,1270.0,1368.0,1427.0,2096.5,1650.0,2312.0,1890.0,40.28410616000002,0.07247318817029574,0.16708732963149925,-0.09343936381709742,0.8103197674418605,0.10869212022745735,0.43609023094177246,Manhattan,26.1,51.1,4.1,139,140
41,-73.90936,40.80337667,2021-07-24 15:01:00,1.000718133,2.952757470811175e-06,1081.0,1078.0,1162.0,1289.0,2293.5,1846.0,2314.0,1636.0,40.28410616000002,0.17767145135566187,0.1125,-0.22739361702127658,0.9308155080213903,0.2664646786796364,0.363008975982666,Manhattan,26.1,51.1,4.1,139,140
42,-73.909455,40.80343333,2021-07-24 15:01:00,1.000718133,2.952757470811175e-06,1081.0,905.0,1001.5,1101.0,1331.0,1264.0,1616.0,1345.0,40.28410616000002,0.06892177589852008,0.12222222222222222,-0.11586846170823217,0.37609598523304105,0.10336081166772351,0.4016568064689636,Manhattan,26.1,51.1,4.1,139,140
43,-73.90955167,40.80349,2021-07-24 15:01:00,0.998554418,2.952757470811175e-06,1081.0,722.0,916.0,907.5,2032.5,2036.0,1717.0,1222.5,39.59366612000002,0.3833871241719042,-0.08499866773248069,-0.3794037940379404,1.3649008224479922,0.5749830163043479,0.18158979713916779,Manhattan,26.1,51.1,4.1,139,140
44,-73.909645,40.80354833,2021-07-24 15:01:00,0.998554418,2.952757470811175e-06,1144.5,587.0,790.0,683.0,1710.0,2288.0,1619.5,1215.5,39.59366612000002,0.5402221474251094,-0.1710812539987204,-0.4866796621182586,2.0219198790627364,0.8101968702675417,0.10677337646484375,Manhattan,26.1,51.1,4.1,139,140
45,-73.90881667,40.80307167,2021-07-24 15:01:00,1.005045563,2.952757470811175e-06,1672.0,1829.0,1936.0,2030.0,2224.0,2519.0,2661.0,1892.0,42.020460319999984,0.10749615300065948,0.027413127413127413,-0.1308641975308642,1.2442748091603053,0.16122650840751732,0.2876131236553192,Manhattan,26.1,51.1,4.1,139,140
46,-73.91140667,40.80432167,2021-07-24 15:02:00,1.015864137,2.952757470811175e-06,1342.0,1081.0,1214.0,1278.0,1662.5,1574.0,1693.5,1447.0,40.540457660000015,0.10378681626928471,0.03657230298393267,-0.1291248206599713,0.6516952884191985,0.1556529360210342,0.3322727680206299,Manhattan,26.1,51.1,4.1,139,140
47,-73.911385,40.80431167,2021-07-24 15:02:00,1.013700422,2.952757470811175e-06,1342.0,1190.0,1331.0,1392.0,1662.5,1531.0,1693.5,1447.0,40.540457660000015,0.047553882996920975,0.05039541014110715,-0.06988120195667366,0.3623566214807091,0.07131862493586455,0.3445360064506531,Manhattan,26.1,51.1,4.1,139,140
48,-73.911345,40.804295,2021-07-24 15:02:00,1.013700422,2.952757470811175e-06,1342.0,1249.0,1445.0,1481.0,1662.5,2009.0,1693.5,1447.0,40.540457660000015,0.1512893982808023,-0.08521269412559082,-0.16328894035900404,0.8635917566241413,0.22690159003008165,0.21973006427288055,Manhattan,26.1,51.1,4.1,139,140
50,-73.91121,40.804245,2021-07-24 15:02:00,1.011536707,2.952757470811175e-06,1385.0,1812.0,2045.0,2071.0,2441.0,2745.0,2103.5,1675.5,40.048262780000016,0.1399501661129568,-0.1323089615344952,-0.14613778705636743,1.0651074589127687,0.2099034568670196,0.15849171578884125,Manhattan,26.1,51.1,4.1,139,140
51,-73.91066667,40.80399,2021-07-24 15:02:00,1.009372992,2.952757470811175e-06,1611.0,1406.0,1509.0,1597.0,1566.5,1618.0,1816.0,1699.0,40.81048124000006,0.006531881804043546,0.05765870704717531,-0.034857691077710265,0.08003048780487805,0.009796299175866895,0.36956945061683655,Manhattan,26.1,51.1,4.1,139,140
52,-73.91104333,40.80416833,2021-07-24 15:02:00,1.011536707,2.952757470811175e-06,1385.0,1458.0,1637.0,1758.0,1924.0,2648.0,2061.0,1662.0,40.557547760000034,0.2019972764412165,-0.12465491611807178,-0.23593932322053676,0.9836427939876216,0.3029615340973562,0.16873332858085632,Manhattan,26.1,51.1,4.1,139,140
53,-73.91087,40.80407667,2021-07-24 15:02:00,1.011536707,2.952757470811175e-06,1385.0,1246.0,1378.0,1485.0,1658.5,1505.0,1889.0,1629.5,40.557547760000034,0.006688963210702341,0.11314083677077195,-0.044051335414498786,0.04668534080298786,0.010031767262999498,0.4008161723613739,Manhattan,26.1,51.1,4.1,139,140
54,-73.91077,40.80403333,2021-07-24 15:02:00,1.011536707,2.952757470811175e-06,1611.0,1249.0,1361.0,1497.0,1921.0,1527.0,2169.0,1952.5,40.81048124000006,0.00992063492063492,0.1737012987012987,-0.0574792243767313,0.06564551422319474,0.014878492312778973,0.45932549238204956,Manhattan,26.1,51.1,4.1,139,140
55,-73.97132667,40.76849667,2021-07-24 15:02:00,0.981845731,1.334295749761796e-05,469.0,534.5,671.0,551.5,2162.5,2573.0,1653.0,959.0,30.877715120000005,0.646983517362778,-0.21769995267392334,-0.5863131935881628,2.6964118980925704,0.9703200000000001,0.007521697320044041,Manhattan,26.1,51.1,4.1,139,140
56,-73.91156333,40.80437,2021-07-24 15:02:00,1.035457777,2.952757470811175e-06,1342.0,1095.0,1210.0,1339.0,1441.0,1323.0,1683.0,1521.0,40.540457660000015,-0.006010518407212622,0.11976047904191617,-0.044611133043821555,-0.034919249236141425,-0.009014084507042254,0.4155069589614868,Manhattan,26.1,51.1,4.1,139,140
57,-73.91112667,40.80421,2021-07-24 15:02:00,1.011536707,2.952757470811175e-06,1385.0,1274.0,1407.0,1579.0,1924.0,2052.0,2061.0,1662.0,40.048262780000016,0.13026714403745523,0.002188183807439825,-0.18647007805724197,0.5996450304259635,0.19537381247418423,0.2893506586551666,Manhattan,26.1,51.1,4.1,139,140
59,-73.97485667,40.76999167,2021-07-24 15:02:00,0.975354586,4.248420893702526e-07,464.0,466.0,612.5,541.5,2553.0,3709.0,1732.0,877.5,29.75318654,0.7452064463004352,-0.3633523249402683,-0.7165336110146939,2.2860132794457275,1.1176781933662667,-0.17401282489299774,Manhattan,26.1,51.1,4.1,139,140
60,-73.91172667,40.80443333,2021-07-24 15:02:00,1.035457777,2.952757470811175e-06,1342.0,1644.0,1767.0,1882.0,2038.5,1808.0,1840.5,1609.0,39.409093040000016,-0.02005420054200542,0.008907770316568453,-0.01146853146853147,-0.23994811932555124,-0.03007722530822382,0.31222063302993774,Manhattan,26.1,51.1,4.1,139,140
61,-73.91200333,40.80455333,2021-07-24 15:02:00,1.035457777,2.952757470811175e-06,1457.0,1646.0,1802.0,1900.0,2021.5,1821.0,1782.5,1558.0,38.97842251999998,-0.02123085192152647,-0.010684057166643541,-0.005244272702180514,-0.22519954389965793,-0.03184199919387344,0.2943911552429199,Manhattan,26.1,51.1,4.1,139,140
62,-73.97145,40.76855833,2021-07-24 15:02:00,0.981845731,1.334295749761796e-05,469.0,621.5,728.0,641.0,2162.5,2304.0,1653.0,959.0,30.597437480000053,0.5646859083191851,-0.1645185746777862,-0.5197889182058048,2.790736700788723,0.846885078933967,0.06265256553888321,Manhattan,26.1,51.1,4.1,139,140
64,-73.91207333,40.80457167,2021-07-24 15:02:00,1.033294062,2.952757470811175e-06,1457.0,1552.0,1688.0,1774.0,2021.5,1690.0,1782.5,1558.0,38.97842251999998,-0.02424942263279446,0.02663786897048236,-0.0005920663114268798,-0.302158273381295,-0.03636888439890316,0.3280985951423645,Manhattan,26.1,51.1,4.1,139,140
65,-73.91214333,40.8046,2021-07-24 15:02:00,1.031130348,2.952757470811175e-06,1693.0,1476.0,1574.0,1649.0,1587.5,1609.0,1647.0,1541.5,38.97842251999998,-0.012277470841006752,0.01167076167076167,-0.010995915802701853,-0.2304147465437788,-0.018413380389749885,0.32923397421836853,Manhattan,26.1,51.1,4.1,139,140
66,-73.91219333,40.80461833,2021-07-24 15:02:00,1.031130348,2.952757470811175e-06,1693.0,1399.0,1504.0,1581.0,1612.0,1506.0,1767.0,1768.0,38.74257914000003,-0.024295432458697766,0.07974335472043996,-0.000664451827242525,-0.37462537462537465,-0.03643724696356275,0.4024994969367981,Manhattan,26.1,51.1,4.1,139,140
67,-73.912275,40.804645,2021-07-24 15:02:00,1.024639203,2.952757470811175e-06,1693.0,1227.0,1342.0,1379.0,1612.0,1376.0,1767.0,1768.0,38.74257914000003,-0.001088929219600726,0.12440343620744512,-0.012509197939661517,-0.016722408026755852,-0.0016330974414806752,0.4396253228187561,Manhattan,26.1,51.1,4.1,139,140
68,-73.91236667,40.80469833,2021-07-24 15:02:00,1.024639203,2.952757470811175e-06,1693.0,1433.0,1605.0,1846.0,1612.0,1784.0,1767.0,1768.0,38.74257914000003,-0.017079889807162536,-0.0047873838355392846,-0.052817940395396876,-0.07333806482138633,-0.02561630629389891,0.3291972279548645,Manhattan,26.1,51.1,4.1,139,140
69,-73.91245333,40.804735,2021-07-24 15:02:00,1.031130348,2.952757470811175e-06,1693.0,1527.0,1679.0,1850.0,1749.0,1859.0,2052.5,1950.0,38.643456560000004,0.0024265300620113237,0.04946951297456219,-0.05087620124364047,0.014925373134328358,0.0036393044884755355,0.3656913638114929,Manhattan,26.1,51.1,4.1,139,140
70,-73.912545,40.804785,2021-07-24 15:02:00,1.031130348,2.952757470811175e-06,1693.0,1637.0,1842.0,1992.0,1920.0,1962.0,2280.5,2306.5,38.643456560000004,-0.007587253414264037,0.0750736593989393,-0.031545741324921134,-0.04580152671755725,-0.011379441143001644,0.40082454681396484,Manhattan,26.1,51.1,4.1,139,140
71,-73.91263,40.80482667,2021-07-24 15:02:00,1.033294062,2.952757470811175e-06,1701.5,1459.0,1593.0,1691.0,1949.5,1734.0,2469.0,2367.0,38.68105478000001,0.012554744525547445,0.1748750892219843,-0.04238052299368801,0.11454448588172615,0.01882936797547803,0.4721461236476898,Manhattan,26.1,51.1,4.1,139,140
72,-73.91271833,40.804865,2021-07-24 15:02:00,1.033294062,2.952757470811175e-06,1701.5,1521.0,1604.0,1711.0,1949.5,1812.0,2469.0,2367.0,38.68105478000001,0.0286687482259438,0.153468815697267,-0.06088992974238876,0.37602382725241995,0.042997020008514256,0.454873651266098,Manhattan,26.1,51.1,4.1,139,140
73,-73.91281,40.80490833,2021-07-24 15:02:00,1.035457777,2.952757470811175e-06,1701.5,1725.0,1863.0,2005.0,1949.5,2213.0,2469.0,2367.0,38.68105478000001,0.049312470365101946,0.054677488252883384,-0.0858684985279686,0.39800995024875624,0.07395993836671803,0.3721095323562622,Manhattan,26.1,51.1,4.1,139,140
74,-73.91187667,40.80449833,2021-07-24 15:02:00,1.031130348,2.952757470811175e-06,1342.0,1812.0,1970.0,2074.0,2038.5,1942.0,1840.5,1609.0,39.409093040000016,-0.03286852589641434,-0.02683410442828817,0.007157464212678937,-0.41405269761606023,-0.0492966513133325,0.27960678935050964,Manhattan,26.1,51.1,4.1,139,140
75,-73.91183333,40.80448,2021-07-24 15:02:00,1.031130348,2.952757470811175e-06,1342.0,1904.0,2108.0,2175.0,2038.5,2049.0,1840.5,1609.0,39.409093040000016,-0.029829545454545456,-0.05360586193598149,0.01419292759201347,-0.38414634146341464,-0.04473902236951118,0.2547058165073395,Manhattan,26.1,51.1,4.1,139,140
76,-73.91168667,40.80441833,2021-07-24 15:02:00,1.037621492,2.952757470811175e-06,1342.0,1311.0,1398.0,1556.0,1573.5,1471.0,1669.5,1477.5,39.409093040000016,-0.028080607862570203,0.0632064957809266,-0.025444405716277447,-0.21783700666324962,-0.042113955408753095,0.3629276752471924,Manhattan,26.1,51.1,4.1,139,140
77,-73.97157833,40.76861,2021-07-24 15:02:00,0.984009446,1.334295749761796e-05,438.0,764.0,918.0,890.5,2340.5,2152.0,1858.0,1129.5,30.535913120000032,0.4146261298274445,-0.07331670822942643,-0.4019543973941368,1.785815402038505,0.6218370029576077,0.1625644564628601,Manhattan,26.1,51.1,4.1,139,140
78,-73.91191667,40.804515,2021-07-24 15:02:00,1.031130348,2.952757470811175e-06,1457.0,1646.0,1802.0,1900.0,2021.5,1821.0,1782.5,1558.0,38.83144765999998,-0.02123085192152647,-0.010684057166643541,-0.005244272702180514,-0.22519954389965793,-0.03184199919387344,0.2943911552429199,Manhattan,26.1,51.1,4.1,139,140
79,-73.971835,40.76870333,2021-07-24 15:02:00,0.984009446,1.334295749761796e-05,438.0,698.0,949.5,871.5,2454.5,2801.0,1838.0,1062.5,30.778592539999977,0.5253914227365555,-0.20758784220737228,-0.4936675109985335,1.7252324749642347,0.7879798529812142,0.01745154708623886,Manhattan,26.1,51.1,4.1,139,140
80,-73.97624333,40.77095167,2021-07-24 15:02:00,0.975354586,4.248420893702526e-07,396.5,588.0,729.0,659.0,2313.5,3301.0,1819.5,1045.5,31.216099100000008,0.6671717171717172,-0.2893272141392442,-0.6382133995037221,2.320801124385102,1.0006312334301224,-0.07071034610271454,Manhattan,26.1,51.1,4.1,139,140
81,-73.97611667,40.77086,2021-07-24 15:02:00,0.971027156,4.248420893702526e-07,396.5,555.0,691.5,655.0,2465.0,2921.0,1859.5,977.0,31.004181860000017,0.633668903803132,-0.22204790293902313,-0.6171626297577855,2.1063394683026586,0.9503704739270237,-0.014676508493721485,Manhattan,26.1,51.1,4.1,139,140
82,-73.97599167,40.77077167,2021-07-24 15:02:00,0.971027156,4.248420893702526e-07,396.5,535.5,666.0,524.0,2296.5,2662.0,1602.0,826.0,31.004181860000017,0.6710608913998745,-0.24859287054409004,-0.5997596153846154,2.984782912187631,1.0064333908677232,-0.04597249627113342,Manhattan,26.1,51.1,4.1,139,140
83,-73.97586667,40.77068167,2021-07-24 15:02:00,0.971027156,4.248420893702526e-07,396.5,334.5,505.5,365.0,2373.0,2681.0,1605.5,780.0,31.045198099999993,0.7603414313854235,-0.25090400093316223,-0.6827239918405774,2.4500158679784194,1.1403249630723782,-0.058324288576841354,Manhattan,26.1,51.1,4.1,139,140
84,-73.97573667,40.77059833,2021-07-24 15:02:00,0.971027156,4.248420893702526e-07,396.5,428.5,655.5,558.5,2448.5,3000.0,1651.5,832.0,29.84889110000006,0.6861036953772657,-0.28990648178007095,-0.6413623307345097,1.9449533975942006,1.0290109581343074,-0.09419166296720505,Manhattan,26.1,51.1,4.1,139,140
85,-73.97560333,40.77052,2021-07-24 15:02:00,0.971027156,4.248420893702526e-07,357.0,549.0,643.5,564.5,2212.5,2332.0,1629.5,865.5,29.84889110000006,0.6102192301052995,-0.1773318187555219,-0.5674676524953789,2.7574102964118565,0.9151708664135312,0.03376838564872742,Manhattan,26.1,51.1,4.1,139,140
86,-73.97546833,40.77044333,2021-07-24 15:02:00,0.971027156,4.248420893702526e-07,357.0,578.5,701.0,658.5,1960.0,2210.0,1596.0,962.0,29.54126930000001,0.5408750217883912,-0.16132422490803994,-0.5183785640673308,2.1273824215000685,0.8111711397699546,0.07298658043146133,Manhattan,26.1,51.1,4.1,139,140
87,-73.97534,40.77035833,2021-07-24 15:02:00,0.971027156,4.248420893702526e-07,357.0,440.0,535.5,422.5,2441.5,3173.0,1673.5,823.5,29.62330178000002,0.7649840077875122,-0.309398535025276,-0.7112039908318727,2.8544001660440017,1.1473164627363737,-0.11922398954629898,Manhattan,26.1,51.1,4.1,139,140
